Company,TypeName,Ram,Weight,Touchscreen,Ips,ppi,Cpu_name,HDD,SSD,Hybrid,Flash_Storage,Gpu_brand,os,Price
MSI,Notebook,4,2.76,0,1,218.11,Intel Core i3,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,66127.26
Lenovo,Notebook,4,1.94,0,0,92.18,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,110316.16
HP,Notebook,8,2.18,0,0,194.95,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,96777.78
Lenovo,Ultrabook,16,1.53,0,0,127.34,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,133005.48
MSI,Netbook,16,1.41,0,0,127.34,Intel Core i7,1000.0,128.0,0.0,0.0,Intel,Windows,109829.06
Dell,Ultrabook,24,1.42,1,1,157.35,AMD Processor,2000.0,0.0,0.0,0.0,Nvidia,Windows,134437.62
Apple,Ultrabook,4,1.48,0,1,165.63,Intel Core i7,0.0,256.0,0.0,0.0,Intel,Windows,93032.58
HP,Notebook,8,2.47,0,0,111.94,AMD Processor,0.0,256.0,0.0,0.0,Intel,Windows,79480.69
Lenovo,Notebook,4,2.25,1,0,183.58,AMD Processor,0.0,0.0,0.0,64.0,AMD,Windows,64676.8
HP,Gaming,12,3.62,0,0,176.23,Intel Core i5,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,144933.52
Acer,Notebook,8,1.61,1,0,183.58,Intel Core i3,1000.0,0.0,0.0,0.0,Intel,Windows,61524.98
Lenovo,Notebook,8,1.9,0,0,112.74,Intel Core i5,0.0,128.0,0.0,0.0,AMD,Mac,80770.45
Acer,Notebook,8,2.07,0,0,130.59,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,97608.43
Google,Notebook,4,2.5,0,0,92.18,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,57784.73
Dell,Gaming,8,4.53,0,0,90.58,AMD Processor,0.0,256.0,0.0,0.0,AMD,Others/No OS/Linux,77823.83
Dell,Gaming,4,4.55,0,0,218.11,Other Processor,0.0,256.0,0.0,0.0,Intel,Windows,72607.16
Acer,Notebook,8,1.87,0,0,141.21,AMD Processor,0.0,128.0,0.0,0.0,AMD,Windows,75521.64
MSI,Notebook,16,2.09,0,0,100.45,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,77149.79
Toshiba,Notebook,12,1.26,0,0,130.62,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,93086.59
Asus,Netbook,8,1.03,0,0,155.16,AMD Processor,500.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,65979.56
Lenovo,Notebook,16,1.79,0,1,218.11,Intel Core i5,0.0,256.0,0.0,0.0,Intel,Windows,113895.25
Acer,Netbook,8,1.14,0,1,183.58,AMD Processor,0.0,512.0,0.0,0.0,AMD,Windows,116529.22
Toshiba,2 in 1 Convertible,4,1.86,0,0,130.59,Other Processor,1000.0,0.0,0.0,0.0,Intel,Windows,46233.13
Microsoft,Notebook,16,2.03,0,1,141.21,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,108808.93
Chuwi,Notebook,4,2.05,1,1,119.72,Other Intel Processor,2000.0,128.0,0.0,0.0,Nvidia,Windows,95337.88
Dell,Netbook,6,1.23,0,1,183.58,AMD Processor,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,91902.97
Dell,2 in 1 Convertible,16,1.88,1,0,137.68,Intel Core i5,0.0,1000.0,0.0,0.0,Intel,Windows,169556.57
Chuwi,Gaming,8,3.64,0,0,119.72,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Windows,90491.51
HP,Notebook,16,1.34,0,0,181.76,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,81893.79
Acer,Notebook,32,2.03,0,0,138.68,Intel Core i7,0.0,256.0,0.0,0.0,Nvidia,Windows,176523.68
HP,Notebook,8,2.71,0,1,298.9,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,94054.2
Microsoft,Notebook,32,1.94,0,0,189.91,AMD Processor,0.0,1000.0,0.0,0.0,Intel,Windows,197320.33
Fujitsu,2 in 1 Convertible,4,1.54,0,1,169.45,Other Processor,0.0,0.0,0.0,64.0,Intel,Windows,45834.21
Samsung,Notebook,8,2.42,1,1,158.48,Intel Core i5,0.0,512.0,0.0,0.0,Nvidia,Windows,150078.11
Toshiba,Notebook,8,2.52,1,0,141.21,Intel Core i3,1000.0,0.0,0.0,0.0,Intel,Windows,60849.65
Asus,Notebook,6,2.43,0,0,111.94,Other Processor,500.0,0.0,0.0,0.0,Intel,Windows,45273.2
HP,Workstation,2,3.24,0,0,85.17,Other Intel Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,71666.17
HP,Notebook,8,1.83,0,0,143.05,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,84967.24
MSI,Gaming,4,4.08,1,1,183.58,Intel Core i3,0.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,63355.28
Asus,Ultrabook,24,1.54,0,0,141.21,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,130985.56
MSI,Workstation,4,4.28,0,1,141.21,Intel Core i3,500.0,0.0,0.0,0.0,Nvidia,Windows,77809.04
Lenovo,Netbook,2,1.3,0,0,120.55,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,106634.43
Asus,Notebook,6,1.75,0,0,130.59,AMD Processor,0.0,0.0,0.0,32.0,Nvidia,Windows,75162.43
Toshiba,Notebook,8,2.57,1,0,127.34,AMD Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,163101.39
Dell,Notebook,8,1.57,0,1,146.86,Intel Core i3,500.0,0.0,0.0,0.0,AMD,Windows,73054.38
Acer,Gaming,16,4.32,0,0,169.45,Intel Core i3,1000.0,0.0,0.0,0.0,Nvidia,Windows,104022.26
Mediacom,Ultrabook,8,1.18,0,0,157.35,Other Processor,0.0,0.0,0.0,32.0,Nvidia,Windows,77552.14
Asus,Notebook,32,2.16,0,1,259.17,Intel Core i3,2000.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,172410.8
Acer,Notebook,6,1.8,0,1,119.72,Intel Core i7,0.0,512.0,0.0,0.0,AMD,Windows,117157.96
HP,Ultrabook,16,1.36,0,0,120.55,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,139471.41
Dell,Ultrabook,4,1.13,0,0,99.77,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,64439.16
MSI,Notebook,16,2.14,0,0,194.95,Intel Core i7,1000.0,128.0,0.0,0.0,Nvidia,Windows,151190.91
Google,Ultrabook,8,1.25,1,1,165.63,Intel Core i3,1000.0,0.0,0.0,0.0,AMD,Others/No OS/Linux,79426.13
HP,Notebook,24,2.61,0,0,146.39,Intel Core i3,2000.0,128.0,0.0,0.0,Intel,Windows,102175.6
Asus,Notebook,8,1.91,0,0,100.45,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,59713.1
Acer,Gaming,6,2.03,0,0,158.25,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,120516.79
HP,Netbook,8,1.24,0,0,141.21,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,109552.02
MSI,Gaming,16,3.62,0,0,120.55,AMD Processor,0.0,128.0,0.0,0.0,Intel,Windows,78138.74
Lenovo,Notebook,8,2.44,0,0,183.58,Other Intel Processor,1000.0,0.0,0.0,0.0,AMD,Windows,63677.46
HP,Notebook,8,2.48,0,0,104.47,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,81140.59
Asus,Notebook,8,1.38,0,1,282.42,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,96607.41
Vaio,2 in 1 Convertible,4,1.72,0,0,143.05,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,53505.22
Acer,Ultrabook,2,1.17,0,0,176.23,Intel Core i3,500.0,0.0,0.0,0.0,Nvidia,Mac,69689.5
HP,Notebook,32,2.18,0,0,157.35,Other Processor,0.0,512.0,0.0,0.0,Intel,Mac,157313.83
HP,Ultrabook,16,1.36,0,0,125.37,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,143090.22
Samsung,Notebook,8,1.47,0,0,156.23,Intel Core i7,500.0,0.0,0.0,0.0,AMD,Windows,84859.43
Dell,Gaming,4,4.33,0,1,158.48,Other Processor,0.0,256.0,0.0,0.0,Intel,Windows,67798.95
Toshiba,Notebook,4,2.42,0,1,367.15,Other Intel Processor,0.0,512.0,0.0,0.0,AMD,Windows,126526.65
Toshiba,Notebook,32,2.0,0,1,217.19,Other Processor,0.0,1000.0,0.0,0.0,AMD,Windows,218810.79
Dell,Notebook,24,2.27,1,0,163.18,Intel Core i5,1000.0,128.0,0.0,0.0,AMD,Windows,135040.74
Razer,Notebook,8,1.48,0,0,158.25,Other Processor,0.0,512.0,0.0,0.0,Intel,Windows,100650.03
Dell,Notebook,6,1.54,0,0,119.72,Intel Core i7,500.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,98045.6
Lenovo,Notebook,16,2.72,0,1,195.81,Intel Core i5,0.0,256.0,0.0,0.0,Intel,Windows,117220.37
Chuwi,Notebook,6,2.43,0,0,194.95,Intel Core i7,0.0,256.0,0.0,0.0,Intel,Mac,98711.93
Huawei,2 in 1 Convertible,8,1.99,0,1,217.57,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,126167.28
Chuwi,Notebook,4,2.42,0,0,111.94,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,86743.94
MSI,2 in 1 Convertible,4,1.91,0,1,251.57,AMD Processor,0.0,512.0,0.0,0.0,Intel,Windows,105635.94
Acer,Notebook,8,2.03,0,0,157.35,AMD Processor,32.0,0.0,0.0,0.0,Nvidia,Windows,85560.71
Lenovo,Notebook,4,2.53,0,0,131.13,Intel Core i3,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,60223.85
Acer,Ultrabook,4,0.91,0,0,165.63,Other Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,91150.4
Dell,Ultrabook,6,1.15,0,1,245.44,Other Intel Processor,500.0,0.0,0.0,0.0,AMD,Mac,75432.3
Acer,Notebook,4,2.55,0,1,127.34,Other Processor,0.0,256.0,0.0,0.0,Intel,Windows,69892.87
Dell,Notebook,32,1.79,0,0,129.58,Other Intel Processor,1000.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,141409.01
Apple,Ultrabook,4,1.07,0,0,116.08,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,61302.3
Lenovo,Workstation,8,3.26,0,0,129.58,Other Processor,0.0,256.0,0.0,0.0,Intel,Windows,77309.41
Asus,Ultrabook,8,0.96,0,0,127.41,Other Intel Processor,1000.0,512.0,0.0,0.0,Intel,Windows,97906.6
HP,Notebook,8,1.86,0,1,119.72,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,101364.97
HP,Ultrabook,8,1.13,0,0,120.55,AMD Processor,0.0,512.0,0.0,0.0,AMD,Windows,103239.08
Lenovo,2 in 1 Convertible,8,1.58,0,0,189.91,Other Processor,500.0,0.0,0.0,0.0,Intel,Windows,65942.26
Asus,Workstation,8,3.57,1,0,156.23,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Mac,63805.49
Dell,Gaming,16,3.3,0,0,179.1,AMD Processor,0.0,256.0,0.0,0.0,AMD,Windows,120051.13
Dell,Notebook,4,2.59,0,0,111.94,Intel Core i7,0.0,512.0,0.0,0.0,Nvidia,Windows,122541.68
Microsoft,Gaming,64,2.06,0,0,97.94,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Mac,194283.31
MSI,2 in 1 Convertible,8,2.71,0,0,125.37,Other Processor,0.0,128.0,0.0,0.0,Intel,Windows,59928.39
Dell,Gaming,32,3.75,0,0,183.58,Other Intel Processor,0.0,256.0,0.0,0.0,AMD,Windows,144413.17
Lenovo,Notebook,4,1.52,0,1,127.34,AMD Processor,0.0,128.0,0.0,0.0,Intel,Mac,57946.46
Google,Ultrabook,8,1.14,0,0,117.83,Other Processor,0.0,0.0,1000.0,0.0,Intel,Mac,53686.36
HP,Notebook,4,1.79,0,0,104.47,AMD Processor,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,75817.27
Huawei,Gaming,8,2.62,0,0,111.14,Intel Core i7,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,90276.07
HP,Notebook,16,2.38,0,1,141.21,Intel Core i5,500.0,0.0,0.0,0.0,Intel,Windows,83914.31
Acer,Workstation,4,4.17,0,0,120.43,Intel Core i7,500.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,62646.65
MSI,Notebook,8,1.86,1,0,158.48,Other Intel Processor,1000.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,78784.4
Mediacom,Notebook,8,1.49,0,0,130.59,Intel Core i5,1000.0,0.0,0.0,0.0,Intel,Windows,65721.02
Xiaomi,Notebook,8,1.5,0,0,101.76,Other Intel Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,86031.33
HP,Notebook,4,1.78,0,0,127.41,Intel Core i5,1000.0,128.0,0.0,0.0,Nvidia,Windows,94722.2
Dell,Gaming,4,4.62,0,1,159.63,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,98883.71
Acer,Ultrabook,8,1.34,0,0,120.55,AMD Processor,0.0,1000.0,0.0,0.0,Intel,Windows,130608.15
Fujitsu,Notebook,8,2.18,0,0,100.45,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,75120.93
Acer,Notebook,16,1.39,0,1,129.58,AMD Processor,0.0,128.0,0.0,0.0,Intel,Windows,84569.0
Huawei,Notebook,8,2.03,0,0,141.21,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,75274.89
HP,Notebook,8,2.61,0,1,214.1,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Others/No OS/Linux,134591.47
HP,Gaming,8,3.58,0,0,106.13,Other Processor,0.0,512.0,0.0,0.0,Intel,Windows,83747.67
Asus,Gaming,8,2.7,0,1,141.21,Intel Core i5,500.0,0.0,0.0,0.0,Nvidia,Windows,92172.07
Acer,Notebook,4,2.3,0,0,179.1,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,89696.13
Lenovo,Gaming,4,3.35,0,0,143.05,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,72564.42
Toshiba,Ultrabook,4,1.55,0,0,157.35,Other Processor,1000.0,512.0,0.0,0.0,AMD,Windows,109299.15
Dell,Gaming,16,4.5,0,0,163.18,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,103813.66
Apple,Ultrabook,8,1.55,0,0,156.23,Other Intel Processor,0.0,0.0,1000.0,0.0,AMD,Mac,57932.51
Asus,Notebook,32,2.61,0,1,169.45,Intel Core i5,0.0,256.0,0.0,0.0,Intel,Others/No OS/Linux,151579.57
Acer,Ultrabook,8,1.2,0,0,127.41,Other Intel Processor,0.0,1000.0,0.0,0.0,Nvidia,Windows,159167.69
Lenovo,Gaming,6,3.8,0,0,104.47,Other Processor,1000.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,57069.7
Lenovo,2 in 1 Convertible,4,1.81,0,0,120.55,Intel Core i3,0.0,512.0,0.0,0.0,Nvidia,Mac,106384.4
Lenovo,Notebook,8,2.51,0,0,155.16,AMD Processor,0.0,128.0,0.0,0.0,Intel,Windows,65346.0
Dell,Notebook,16,2.43,0,0,100.45,AMD Processor,500.0,0.0,0.0,0.0,AMD,Windows,82461.55
Dell,Ultrabook,4,1.31,0,0,176.23,Intel Core i5,0.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,100279.75
Dell,Gaming,16,4.12,0,0,135.09,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,107795.56
MSI,2 in 1 Convertible,8,1.41,1,0,157.35,Intel Core i3,0.0,256.0,0.0,0.0,AMD,Windows,91107.3
Microsoft,Ultrabook,4,1.06,0,1,146.86,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,117592.24
Apple,2 in 1 Convertible,8,2.46,0,1,165.63,Intel Core i3,0.0,512.0,0.0,0.0,Nvidia,Mac,122785.72
Asus,Ultrabook,4,1.38,0,1,259.17,Intel Core i5,0.0,128.0,0.0,0.0,Intel,Windows,92616.25
Apple,Workstation,8,3.35,0,0,101.76,AMD Processor,32.0,0.0,0.0,0.0,Intel,Windows,45748.15
Asus,Notebook,8,1.73,1,0,143.05,AMD Processor,1000.0,0.0,0.0,0.0,AMD,Windows,72229.54
Toshiba,Notebook,8,1.93,0,0,143.05,Intel Core i3,0.0,256.0,0.0,0.0,Nvidia,Windows,103496.11
Razer,Notebook,8,2.01,0,1,239.45,Other Intel Processor,0.0,256.0,0.0,0.0,Intel,Windows,88247.58
Lenovo,Ultrabook,2,1.52,0,0,127.34,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,75007.93
Acer,Netbook,8,1.5,0,0,85.17,AMD Processor,1000.0,128.0,0.0,0.0,AMD,Others/No OS/Linux,68817.13
HP,Notebook,8,1.76,1,0,189.91,Other Processor,0.0,256.0,0.0,0.0,Intel,Windows,91656.4
Asus,Notebook,6,2.49,0,0,156.23,Other Intel Processor,0.0,256.0,0.0,0.0,AMD,Windows,80053.12
Lenovo,Notebook,8,2.58,1,1,129.58,Other Intel Processor,1000.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,69977.43
Dell,Gaming,6,3.49,1,1,169.45,Other Processor,1000.0,128.0,0.0,0.0,Intel,Windows,77712.36
Dell,Notebook,2,2.57,0,0,143.05,Other Processor,0.0,256.0,0.0,0.0,AMD,Windows,68422.13
Lenovo,2 in 1 Convertible,4,2.61,0,1,189.91,Other Intel Processor,1000.0,128.0,0.0,0.0,AMD,Mac,73868.4
Asus,Notebook,8,2.59,0,0,155.16,Other Processor,1000.0,128.0,0.0,0.0,Intel,Windows,69016.48
Microsoft,Gaming,4,4.18,0,0,165.63,AMD Processor,0.0,512.0,0.0,0.0,Intel,Windows,90509.35
Acer,Ultrabook,16,1.51,0,1,137.68,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Windows,92920.17
Dell,Notebook,8,2.33,0,0,138.68,Intel Core i3,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,103927.78
MSI,Notebook,8,2.05,0,0,155.16,AMD Processor,0.0,512.0,0.0,0.0,Nvidia,Mac,128328.4
Lenovo,Notebook,8,1.93,0,0,90.58,Other Intel Processor,500.0,0.0,0.0,0.0,Intel,Windows,47409.77
Google,Notebook,4,1.99,0,0,117.83,Other Intel Processor,1000.0,128.0,0.0,0.0,Nvidia,Others/No OS/Linux,74260.26
Asus,Notebook,32,1.79,1,0,129.58,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,145071.26
Vaio,Netbook,8,1.27,0,0,119.72,Other Processor,500.0,0.0,0.0,0.0,AMD,Windows,64632.25
Toshiba,Notebook,16,2.62,1,1,169.46,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,126802.64
Dell,Notebook,8,1.45,0,0,156.23,Other Processor,500.0,0.0,0.0,0.0,Intel,Windows,57421.13
Acer,2 in 1 Convertible,4,2.21,0,0,158.48,AMD Processor,0.0,512.0,0.0,0.0,AMD,Windows,99764.19
Lenovo,Gaming,4,2.43,0,1,194.95,Intel Core i7,0.0,128.0,0.0,0.0,Nvidia,Windows,112005.97
Asus,2 in 1 Convertible,4,1.72,0,1,183.58,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Others/No OS/Linux,102311.04
Acer,2 in 1 Convertible,32,1.8,0,1,259.93,Intel Core i3,0.0,128.0,0.0,0.0,Nvidia,Windows,170086.42
Acer,Notebook,8,2.6,0,0,181.76,Other Intel Processor,500.0,0.0,0.0,0.0,AMD,Windows,67676.16
Chuwi,Ultrabook,16,1.5,0,1,358.2,Intel Core i3,0.0,256.0,0.0,0.0,AMD,Windows,133394.5
Acer,Notebook,8,2.44,0,0,138.68,AMD Processor,1000.0,128.0,0.0,0.0,Intel,Windows,60446.84
Razer,Notebook,6,2.31,0,1,176.23,Intel Core i3,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,107721.48
Asus,Ultrabook,16,1.13,0,1,141.21,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Mac,81882.45
Acer,Ultrabook,4,1.54,0,1,218.11,AMD Processor,1000.0,256.0,0.0,0.0,AMD,Windows,89988.93
Apple,Notebook,4,1.87,0,1,119.72,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,107812.44
Dell,2 in 1 Convertible,8,2.31,0,0,165.63,AMD Processor,1000.0,0.0,0.0,0.0,Intel,Others/No OS/Linux,74243.89
Chuwi,Ultrabook,4,1.42,0,0,189.91,AMD Processor,0.0,0.0,1000.0,0.0,Nvidia,Mac,71002.56
Dell,Notebook,8,2.01,1,1,215.97,AMD Processor,500.0,0.0,0.0,0.0,Nvidia,Others/No OS/Linux,96762.16
Chuwi,Ultrabook,8,1.17,1,1,183.58,AMD Processor,0.0,128.0,0.0,0.0,Intel,Windows,82178.78
Lenovo,Notebook,8,1.83,1,1,141.21,Intel Core i7,500.0,0.0,0.0,0.0,AMD,Windows,98116.26
LG,Gaming,16,4.02,0,1,293.72,Intel Core i7,0.0,0.0,0.0,32.0,Intel,Windows,120016.06
Lenovo,Notebook,16,1.21,1,0,146.86,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Windows,92451.24
Lenovo,Workstation,8,3.16,0,0,125.37,Intel Core i7,0.0,128.0,0.0,0.0,Intel,Windows,84655.19
Dell,Notebook,8,2.67,0,0,189.91,AMD Processor,0.0,512.0,0.0,0.0,AMD,Windows,105799.05
Toshiba,Notebook,16,1.41,0,1,259.93,AMD Processor,0.0,512.0,0.0,0.0,AMD,Others/No OS/Linux,143456.87
Mediacom,Gaming,8,4.36,1,1,218.11,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Mac,117832.36
HP,Gaming,8,2.59,0,0,141.21,Other Intel Processor,1000.0,128.0,0.0,0.0,Intel,Windows,76936.33
Xiaomi,2 in 1 Convertible,8,2.4,0,0,99.77,Intel Core i7,0.0,0.0,0.0,32.0,Nvidia,Windows,87583.37
MSI,Notebook,4,2.66,0,0,146.86,Intel Core i7,0.0,128.0,0.0,0.0,Nvidia,Windows,106216.08
Lenovo,Notebook,32,1.99,0,1,156.23,AMD Processor,500.0,0.0,0.0,0.0,Intel,Windows,122657.17
Dell,Notebook,24,2.65,1,0,156.23,Other Intel Processor,0.0,0.0,0.0,32.0,Intel,Windows,105286.75
HP,Notebook,8,2.34,0,0,218.11,Other Intel Processor,1000.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,75563.23
Lenovo,Gaming,16,4.3,0,0,143.05,Other Intel Processor,0.0,128.0,0.0,0.0,Intel,Windows,78893.84
Acer,Notebook,16,1.23,0,0,127.34,Intel Core i7,2000.0,0.0,0.0,0.0,Intel,Windows,101805.16
Asus,Workstation,16,4.15,0,1,194.95,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Windows,88516.16
HP,Notebook,8,1.88,0,0,97.94,Intel Core i7,0.0,256.0,0.0,0.0,Nvidia,Windows,120213.08
Dell,Ultrabook,16,1.17,0,0,101.76,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Mac,116454.68
Asus,Ultrabook,64,1.51,0,1,164.07,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,244659.29
Dell,Notebook,2,2.5,0,1,190.73,Intel Core i5,500.0,0.0,0.0,0.0,Nvidia,Windows,77593.67
Lenovo,Netbook,8,1.07,1,1,169.45,Intel Core i7,1000.0,0.0,0.0,0.0,Intel,Windows,94360.87
HP,Ultrabook,8,1.56,0,0,158.48,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Windows,61577.05
MSI,Gaming,8,2.78,0,0,156.23,AMD Processor,1000.0,0.0,0.0,0.0,Nvidia,Windows,78138.69
Toshiba,Notebook,32,1.62,0,0,156.23,AMD Processor,0.0,512.0,0.0,0.0,Intel,Mac,155394.73
HP,Ultrabook,32,1.56,0,0,169.45,AMD Processor,0.0,256.0,0.0,0.0,AMD,Windows,146920.21
Vaio,Ultrabook,8,1.45,0,0,218.11,Other Intel Processor,500.0,0.0,0.0,0.0,Nvidia,Windows,83308.28
Apple,2 in 1 Convertible,4,2.29,0,0,92.18,Intel Core i7,32.0,0.0,0.0,0.0,Intel,Mac,54747.19
Lenovo,2 in 1 Convertible,8,1.38,0,0,116.08,Intel Core i3,0.0,128.0,0.0,0.0,Intel,Windows,57120.45
HP,Notebook,4,2.22,0,0,135.09,Other Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,107888.4
Acer,Gaming,4,4.7,0,1,119.72,Intel Core i3,0.0,0.0,0.0,32.0,Nvidia,Windows,64972.91
Apple,Netbook,16,1.16,0,0,183.58,Other Intel Processor,0.0,0.0,0.0,64.0,Intel,Windows,72734.58
Acer,Gaming,4,4.41,0,0,85.17,Other Intel Processor,0.0,128.0,0.0,0.0,Nvidia,Windows,81163.35
Acer,Notebook,4,1.69,0,1,157.35,AMD Processor,500.0,0.0,0.0,0.0,Intel,Windows,58454.7
Lenovo,Ultrabook,16,1.38,0,0,92.18,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,111266.5
HP,2 in 1 Convertible,24,2.02,0,0,179.1,AMD Processor,1000.0,0.0,0.0,0.0,AMD,Others/No OS/Linux,112834.11
Asus,Notebook,4,2.63,0,1,163.18,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,118998.93
Acer,Netbook,16,1.38,0,0,125.37,Intel Core i7,1000.0,0.0,0.0,0.0,Intel,Windows,101619.83
Vaio,Notebook,8,2.57,0,0,157.35,Other Intel Processor,0.0,256.0,0.0,0.0,Nvidia,Windows,97698.97
Toshiba,Ultrabook,4,1.16,0,0,125.37,AMD Processor,0.0,1000.0,0.0,0.0,Intel,Windows,129344.93
Dell,Gaming,8,3.71,0,0,92.18,Other Processor,0.0,128.0,0.0,0.0,Intel,Windows,54852.07
Lenovo,Ultrabook,8,1.03,0,1,127.34,Other Intel Processor,1000.0,0.0,0.0,0.0,Intel,Windows,53571.49
Acer,Gaming,8,3.24,0,0,158.48,Other Processor,0.0,1000.0,0.0,0.0,Nvidia,Others/No OS/Linux,164398.28
HP,Ultrabook,32,1.53,0,0,119.72,AMD Processor,0.0,256.0,0.0,0.0,Nvidia,Mac,164770.19
HP,Notebook,8,2.68,1,1,165.63,Intel Core i3,0.0,512.0,0.0,0.0,Nvidia,Windows,145095.14
Xiaomi,Ultrabook,6,1.33,0,0,135.09,Other Intel Processor,0.0,512.0,0.0,0.0,Nvidia,Windows,109842.17
HP,Notebook,8,1.43,0,0,111.94,Other Intel Processor,0.0,512.0,0.0,0.0,Intel,Others/No OS/Linux,96457.4
Lenovo,Notebook,8,1.56,0,0,85.17,Intel Core i5,1000.0,128.0,0.0,0.0,Intel,Others/No OS/Linux,68851.39
Asus,Notebook,8,1.46,0,0,111.94,Intel Core i5,1000.0,0.0,0.0,0.0,Nvidia,Mac,92889.59
MSI,2 in 1 Convertible,8,1.68,0,1,214.1,AMD Processor,0.0,128.0,0.0,0.0,Nvidia,Mac,95899.55
Dell,2 in 1 Convertible,8,1.48,0,0,135.09,Other Intel Processor,1000.0,128.0,0.0,0.0,Intel,Windows,60656.95
